No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,arah
28818,2016,6,13,17,27.0,27.0,2.0,14.0,500.0,110.0,19.8,992.6,17.8,0.1,W,1.3,W
28819,2016,6,13,18,39.0,39.0,2.0,24.0,500.0,84.0,19.5,992.8,17.3,0.0,W,1.3,W
28820,2016,6,13,19,38.0,38.0,2.0,28.0,500.0,85.0,19.5,992.9,16.5,0.0,NNW,0.7,NNW
28821,2016,6,13,20,42.0,42.0,2.0,24.0,500.0,75.0,19.4,993.3,17.2,0.0,NNW,1.2,NNW
28822,2016,6,13,21,41.0,41.0,2.0,15.0,500.0,85.0,19.1,992.7,17.6,0.0,NNW,1.2,NNW
28823,2016,6,13,22,36.0,36.0,2.0,15.0,500.0,66.0,19.2,993.3,17.3,0.0,W,1.7,W
28824,2016,6,13,23,35.0,35.0,2.0,20.0,500.0,56.0,19.1,992.5,16.9,0.0,W,1.5,W
28825,2016,6,14,0,35.0,35.0,2.0,13.0,500.0,50.0,18.6,991.4,17.4,1.6,NW,1.4,NW
28826,2016,6,14,1,32.0,32.0,2.0,8.0,500.0,80.0,18.2,990.6,17.2,0.1,SSW,0.5,SSW
28827,2016,6,14,2,29.0,29.0,2.0,7.0,500.0,95.0,18.2,989.8,16.9,0.0,NNE,1.0,NNE
28828,2016,6,14,3,26.0,26.0,2.0,7.0,500.0,102.0,18.1,989.2,17.3,0.0,NW,1.2,NW
28829,2016,6,14,4,32.0,32.0,2.0,8.0,500.0,102.0,18.1,990.3,17.3,0.0,WNW,0.8,WNW
28830,2016,6,14,5,24.0,24.0,2.0,8.0,500.0,74.0,18.1,989.8,17.1,0.0,NW,0.9,NW
28831,2016,6,14,6,30.0,30.0,2.0,6.0,500.0,76.0,18.0,989.5,16.7,0.0,NNW,1.3,NNW
28832,2016,6,14,7,30.0,30.0,2.0,6.0,500.0,82.0,19.0,989.5,16.4,0.0,SSW,0.8,SSW
28833,2016,6,14,8,30.0,30.0,2.0,10.0,500.0,88.0,20.3,989.7,16.1,0.0,NNE,0.7,NNE
28834,2016,6,14,9,33.0,33.0,2.0,11.0,500.0,100.0,21.9,989.6,15.7,0.0,WNW,1.4,WNW
28835,2016,6,14,10,22.0,22.0,2.0,7.0,500.0,115.0,22.8,989.2,13.6,0.0,SE,2.2,SE
28836,2016,6,14,11,30.0,43.0,2.0,16.0,500.0,103.0,22.1,989.6,13.4,0.0,SSE,2.1,SSE
28837,2016,6,14,12,25.0,25.0,2.0,11.0,500.0,101.0,21.5,989.7,14.4,0.0,ESE,2.5,ESE
28838,2016,6,14,13,18.0,18.0,2.0,6.0,500.0,105.0,20.3,990.3,15.1,0.0,NNW,1.4,NNW
28839,2016,6,14,14,23.0,38.0,2.0,11.0,500.0,79.0,18.7,990.5,16.5,0.7,N,1.6,N
28840,2016,6,14,15,16.0,34.0,2.0,14.0,500.0,64.0,18.8,990.8,16.0,0.0,NNE,1.5,NNE
28841,2016,6,14,16,23.0,23.0,2.0,10.0,500.0,77.0,17.7,991.8,16.0,0.7,E,1.8,E
28842,2016,6,14,17,20.0,20.0,2.0,15.0,500.0,86.0,17.7,992.1,15.5,0.1,SE,1.4,SE
28843,2016,6,14,18,15.0,18.0,2.0,16.0,500.0,86.0,17.6,992.4,16.6,0.6,W,1.4,W
28844,2016,6,14,19,21.0,21.0,2.0,23.0,600.0,77.0,17.7,992.7,16.7,0.0,WNW,1.3,WNW
28845,2016,6,14,20,21.0,21.0,2.0,18.0,500.0,62.0,17.6,993.2,16.6,0.0,NW,1.1,NW
28846,2016,6,14,21,19.0,25.0,2.0,22.0,500.0,33.0,17.5,994.1,16.4,0.0,NNW,0.6,NNW
28847,2016,6,14,22,22.0,22.0,2.0,20.0,500.0,43.0,17.6,994.2,16.5,0.1,NNW,1.5,NNW
28848,2016,6,14,23,7.0,7.0,2.0,11.0,400.0,82.0,17.6,994.4,15.0,0.0,N,1.0,N
28849,2016,6,15,0,6.0,6.0,2.0,9.0,300.0,92.0,17.6,994.5,15.0,0.0,N,1.0,N
28850,2016,6,15,1,5.0,15.0,2.0,8.0,300.0,79.0,17.5,994.3,14.2,0.0,NNW,1.5,NNW
28851,2016,6,15,2,9.0,9.0,2.0,8.0,300.0,54.0,17.0,993.8,14.5,0.0,N,0.9,N
28852,2016,6,15,3,5.0,5.0,2.0,9.0,300.0,43.0,16.9,993.2,14.4,0.0,NNW,0.6,NNW
28853,2016,6,15,4,8.0,8.0,2.0,9.0,400.0,72.0,18.1,993.1,13.8,0.0,NNE,1.5,NNE
28854,2016,6,15,5,8.0,8.0,2.0,8.0,400.0,88.0,18.1,993.8,13.6,0.0,N,1.3,N
28855,2016,6,15,6,12.0,13.0,2.0,10.0,400.0,84.0,18.0,993.9,14.1,0.0,NW,1.4,NW
28856,2016,6,15,7,13.0,13.0,2.0,11.0,400.0,79.0,21.5,994.2,13.4,0.0,NE,0.9,NE
28857,2016,6,15,8,11.0,11.0,2.0,12.0,500.0,86.0,23.6,994.6,13.2,0.0,NW,0.8,NW
28858,2016,6,15,9,10.0,10.0,3.0,9.0,400.0,91.0,24.9,994.3,12.1,0.0,WSW,1.2,WSW
28859,2016,6,15,10,13.0,13.0,3.0,8.0,400.0,95.0,26.7,993.8,12.7,0.0,SW,1.2,SW
28860,2016,6,15,11,10.0,85.0,2.0,6.0,300.0,97.0,28.5,993.0,13.6,0.0,SW,1.9,SW
28861,2016,6,15,12,4.0,5.0,2.0,5.0,300.0,101.0,30.3,992.3,13.6,0.0,WNW,1.3,WNW
28862,2016,6,15,13,5.0,42.0,2.0,9.0,400.0,128.0,29.0,992.0,14.0,0.0,ESE,3.4,ESE
28863,2016,6,15,14,15.0,24.0,2.0,9.0,400.0,145.0,29.0,991.6,14.4,0.0,ESE,3.2,ESE
28864,2016,6,15,15,16.0,16.0,2.0,8.0,400.0,150.0,30.2,991.4,13.9,0.0,ESE,2.0,ESE
28865,2016,6,15,16,18.0,60.0,2.0,12.0,400.0,156.0,30.2,991.5,14.7,0.0,E,1.9,E
28866,2016,6,15,17,14.0,14.0,2.0,11.0,400.0,137.0,28.1,991.4,16.1,0.0,NE,1.2,NE
28867,2016,6,15,18,22.0,22.0,2.0,14.0,400.0,143.0,29.3,991.4,15.1,0.0,SSW,1.7,SSW
28868,2016,6,15,19,28.0,51.0,2.0,23.0,400.0,148.0,29.0,991.3,16.2,0.0,NE,1.3,NE
28869,2016,6,15,20,23.0,63.0,2.0,25.0,400.0,111.0,26.4,992.5,16.0,0.0,E,1.1,E
28870,2016,6,15,21,20.0,42.0,2.0,24.0,400.0,107.0,25.3,993.5,14.4,0.0,E,2.3,E
28871,2016,6,15,22,18.0,30.0,2.0,21.0,400.0,80.0,24.2,993.8,14.0,0.0,ENE,1.7,ENE
28872,2016,6,15,23,15.0,15.0,2.0,20.0,400.0,76.0,22.5,993.6,15.6,0.0,NNW,1.4,NNW
28873,2016,6,16,0,18.0,18.0,2.0,22.0,400.0,64.0,21.0,993.1,15.8,0.0,NNW,0.8,NNW
28874,2016,6,16,1,18.0,18.0,2.0,22.0,400.0,50.0,20.2,992.9,15.2,0.0,NE,1.7,NE
28875,2016,6,16,2,19.0,19.0,2.0,22.0,400.0,48.0,19.6,992.5,15.0,0.0,NNW,1.2,NNW
28876,2016,6,16,3,19.0,19.0,2.0,20.0,100.0,46.0,18.7,991.8,15.2,0.0,NE,0.6,NE
28877,2016,6,16,4,19.0,19.0,2.0,21.0,100.0,40.0,17.7,991.4,14.8,0.0,N,1.6,N
28878,2016,6,16,5,19.0,19.0,2.0,9.0,100.0,42.0,17.7,991.3,14.4,0.0,N,1.0,N
28879,2016,6,16,6,20.0,32.0,2.0,14.0,100.0,34.0,19.2,991.6,15.3,0.0,ESE,1.7,ESE
28880,2016,6,16,7,19.0,21.0,2.0,24.0,200.0,39.0,21.5,991.6,15.1,0.0,E,1.0,E
28881,2016,6,16,8,23.0,39.0,2.0,21.0,200.0,54.0,24.3,991.5,16.0,0.0,SE,0.8,SE
28882,2016,6,16,9,25.0,33.0,3.0,20.0,200.0,66.0,27.9,990.9,15.5,0.0,S,1.2,S
28883,2016,6,16,10,10.0,10.0,3.0,14.0,200.0,89.0,29.9,990.6,13.2,0.0,WNW,2.1,WNW
28884,2016,6,16,11,10.0,10.0,3.0,12.0,100.0,105.0,32.3,990.0,12.0,0.0,NW,3.5,NW
28885,2016,6,16,12,13.0,13.0,3.0,6.0,100.0,120.0,33.4,989.3,10.7,0.0,WNW,3.7,WNW
28886,2016,6,16,13,7.0,7.0,2.0,5.0,100.0,126.0,34.4,988.2,10.3,0.0,WNW,4.1,WNW
28887,2016,6,16,14,8.0,10.0,2.0,2.0,100.0,129.0,34.9,987.5,7.1,0.0,W,3.4,W
28888,2016,6,16,15,15.0,15.0,2.0,2.0,100.0,130.0,35.3,986.9,11.0,0.0,NW,2.7,NW
28889,2016,6,16,16,8.0,8.0,2.0,2.0,100.0,132.0,35.3,986.2,9.7,0.0,WNW,2.1,WNW
28890,2016,6,16,17,11.0,30.0,2.0,3.0,100.0,128.0,33.7,985.7,8.3,0.0,SW,2.1,SW
28891,2016,6,16,18,22.0,72.0,2.0,6.0,100.0,92.0,32.8,985.8,10.2,0.0,W,1.1,W
28892,2016,6,16,19,13.0,33.0,2.0,10.0,100.0,75.0,29.7,986.3,13.9,0.0,N,1.0,N
28893,2016,6,16,20,3.0,12.0,2.0,12.0,100.0,67.0,27.9,986.4,14.5,0.0,N,1.3,N
28894,2016,6,16,21,3.0,11.0,2.0,11.0,100.0,78.0,26.6,986.4,13.0,0.0,NNW,1.9,NNW
28895,2016,6,16,22,7.0,7.0,2.0,7.0,100.0,112.0,27.6,986.4,12.0,0.0,NNW,1.7,NNW
28896,2016,6,16,23,12.0,22.0,2.0,8.0,100.0,99.0,26.0,986.5,12.1,0.0,N,1.0,N
28897,2016,6,17,0,15.0,28.0,2.0,7.0,100.0,85.0,23.4,986.2,13.3,0.0,NW,1.4,NW
28898,2016,6,17,1,12.0,16.0,2.0,7.0,100.0,70.0,22.1,986.1,12.6,0.0,NW,1.7,NW
28899,2016,6,17,2,11.0,16.0,2.0,6.0,100.0,63.0,21.6,985.7,12.4,0.0,NNE,1.1,NNE
28900,2016,6,17,3,13.0,17.0,2.0,5.0,100.0,52.0,21.0,985.6,12.4,0.0,NNW,1.9,NNW
28901,2016,6,17,4,13.0,13.0,2.0,5.0,100.0,63.0,20.8,985.8,12.2,0.0,NW,1.4,NW
28902,2016,6,17,5,14.0,14.0,2.0,8.0,100.0,70.0,20.5,986.4,12.7,0.0,NE,0.8,NE
28903,2016,6,17,6,14.0,15.0,2.0,6.0,100.0,95.0,21.2,987.5,13.6,0.0,WSW,0.9,WSW
28904,2016,6,17,7,10.0,25.0,2.0,3.0,100.0,99.0,25.6,988.3,11.7,0.0,NNE,2.6,NNE
28905,2016,6,17,8,9.0,27.0,2.0,2.0,100.0,95.0,26.4,989.0,13.8,0.0,NNW,1.3,NNW
28906,2016,6,17,9,12.0,38.0,2.0,3.0,100.0,89.0,27.0,989.7,14.1,0.0,N,1.5,N
28907,2016,6,17,10,13.0,22.0,2.0,2.0,100.0,94.0,27.5,990.2,11.5,0.0,N,1.8,N
28908,2016,6,17,11,9.0,71.0,2.0,2.0,100.0,92.0,28.1,990.2,12.8,0.0,N,2.6,N
28909,2016,6,17,12,11.0,35.0,2.0,2.0,100.0,98.0,29.3,989.6,12.3,0.0,NNE,2.8,NNE
28910,2016,6,17,13,15.0,15.0,2.0,2.0,100.0,100.0,29.2,989.6,12.2,0.0,NE,3.0,NE
28911,2016,6,17,14,19.0,36.0,2.0,2.0,100.0,92.0,29.3,990.1,12.7,0.0,NNE,2.2,NNE
28912,2016,6,17,15,10.0,30.0,2.0,2.0,100.0,98.0,29.6,990.2,13.4,0.0,NE,1.6,NE
28913,2016,6,17,16,10.0,49.0,2.0,4.0,100.0,88.0,28.5,990.6,14.3,0.0,SE,2.1,SE
28914,2016,6,17,17,20.0,37.0,2.0,4.0,100.0,91.0,27.9,990.7,13.8,0.0,ESE,3.1,ESE
28915,2016,6,17,18,16.0,38.0,2.0,9.0,100.0,93.0,28.2,991.1,13.3,0.0,ESE,1.9,ESE
28916,2016,6,17,19,16.0,72.0,2.0,11.0,100.0,70.0,26.7,991.6,15.1,0.0,NW,1.4,NW
28917,2016,6,17,20,18.0,71.0,2.0,6.0,100.0,75.0,24.3,991.7,17.1,0.0,E,0.8,E
28918,2016,6,17,21,25.0,26.0,2.0,10.0,100.0,53.0,22.6,991.7,18.2,0.0,NNE,1.1,NNE
28919,2016,6,17,22,18.0,25.0,2.0,11.0,100.0,32.0,21.4,992.7,17.6,0.0,NNW,1.7,NNW
28920,2016,6,17,23,17.0,17.0,2.0,10.0,100.0,31.0,21.1,993.1,16.5,0.0,N,0.9,N
28921,2016,6,18,0,17.0,17.0,2.0,8.0,100.0,33.0,21.2,993.4,15.5,0.0,NNW,1.5,NNW
28922,2016,6,18,1,16.0,18.0,2.0,7.0,100.0,36.0,20.2,993.8,15.4,0.0,NW,1.8,NW
28923,2016,6,18,2,17.0,17.0,2.0,8.0,100.0,48.0,19.6,993.8,15.3,0.0,W,0.3,W
28924,2016,6,18,3,16.0,16.0,2.0,8.0,400.0,50.0,18.9,993.7,15.2,0.0,WSW,0.5,WSW
28925,2016,6,18,4,17.0,30.0,2.0,9.0,400.0,40.0,19.5,994.9,15.6,0.0,NE,1.6,NE
28926,2016,6,18,5,21.0,26.0,2.0,16.0,400.0,31.0,18.4,995.5,15.3,0.0,NNW,1.7,NNW
28927,2016,6,18,6,18.0,30.0,2.0,23.0,500.0,17.0,19.1,995.9,15.4,0.0,N,1.5,N
28928,2016,6,18,7,18.0,24.0,2.0,17.0,500.0,36.0,21.6,996.4,15.9,0.0,NNW,1.0,NNW
28929,2016,6,18,8,21.0,50.0,2.0,17.0,500.0,47.0,24.7,996.7,16.1,0.0,WNW,0.6,WNW
28930,2016,6,18,9,25.0,40.0,2.0,30.0,500.0,44.0,26.2,996.7,15.0,0.0,WSW,1.1,WSW
28931,2016,6,18,10,24.0,27.0,4.0,29.0,500.0,68.0,27.9,996.5,16.2,0.0,SW,1.7,SW
28932,2016,6,18,11,28.0,50.0,4.0,35.0,600.0,84.0,29.8,996.2,16.6,0.0,SSW,2.4,SSW
28933,2016,6,18,12,24.0,57.0,5.0,35.0,600.0,106.0,31.0,995.8,15.4,0.0,SSE,2.6,SSE
28934,2016,6,18,13,27.0,45.0,6.0,23.0,600.0,155.0,32.7,995.2,14.3,0.0,SSW,2.6,SSW
28935,2016,6,18,14,33.0,33.0,5.0,16.0,500.0,176.0,33.2,994.7,13.8,0.0,S,3.4,S
28936,2016,6,18,15,24.0,38.0,5.0,15.0,500.0,192.0,33.2,994.3,14.3,0.0,S,4.0,S
28937,2016,6,18,16,32.0,68.0,5.0,16.0,500.0,215.0,32.6,994.0,15.6,0.0,SSE,4.3,SSE
28938,2016,6,18,17,35.0,81.0,6.0,17.0,600.0,222.0,32.9,993.9,15.9,0.0,S,3.3,S
28939,2016,6,18,18,42.0,90.0,5.0,20.0,600.0,220.0,32.1,994.3,14.7,0.0,SSE,2.8,SSE
28940,2016,6,18,19,38.0,71.0,5.0,22.0,600.0,200.0,31.2,994.9,14.8,0.0,ESE,2.3,ESE
28941,2016,6,18,20,42.0,106.0,3.0,22.0,600.0,166.0,29.7,995.4,15.4,0.0,E,1.3,E
28942,2016,6,18,21,37.0,64.0,2.0,19.0,500.0,148.0,27.2,996.1,15.6,0.0,N,1.3,N
28943,2016,6,18,22,38.0,56.0,2.0,20.0,500.0,143.0,26.1,996.7,15.8,0.0,N,0.9,N
28944,2016,6,18,23,41.0,64.0,2.0,19.0,500.0,126.0,24.3,997.0,15.8,0.0,WNW,0.9,WNW
28945,2016,6,19,0,41.0,51.0,2.0,18.0,500.0,104.0,23.3,997.1,15.6,0.0,N,1.4,N
28946,2016,6,19,1,41.0,50.0,2.0,19.0,500.0,101.0,22.6,997.1,15.2,0.0,NW,0.8,NW
28947,2016,6,19,2,43.0,49.0,2.0,18.0,500.0,95.0,21.5,997.3,15.3,0.0,NNW,1.2,NNW
28948,2016,6,19,3,46.0,47.0,2.0,16.0,500.0,91.0,20.8,997.4,15.3,0.0,NNW,1.1,NNW
28949,2016,6,19,4,42.0,42.0,2.0,18.0,500.0,88.0,19.9,997.3,15.3,0.0,NW,1.2,NW
28950,2016,6,19,5,38.0,41.0,2.0,18.0,500.0,63.0,19.5,997.4,14.5,0.0,N,1.6,N
28951,2016,6,19,6,36.0,36.0,2.0,23.0,500.0,65.0,20.8,997.9,13.5,0.0,NNW,1.6,NNW
28952,2016,6,19,7,34.0,37.0,2.0,17.0,400.0,81.0,22.4,998.1,14.8,0.0,WNW,1.1,WNW
28953,2016,6,19,8,37.0,58.0,3.0,24.0,500.0,72.0,24.7,998.0,14.5,0.0,WSW,1.4,WSW
28954,2016,6,19,9,30.0,53.0,4.0,42.0,500.0,58.0,27.7,997.7,15.0,0.0,WNW,0.9,WNW
28955,2016,6,19,10,36.0,42.0,5.0,32.0,500.0,91.0,29.1,997.2,14.5,0.0,SW,1.5,SW
28956,2016,6,19,11,25.0,54.0,5.0,29.0,500.0,112.0,31.2,996.3,14.4,0.0,S,1.8,S
28957,2016,6,19,12,28.0,79.0,5.0,30.0,600.0,149.0,32.5,995.8,15.9,0.0,E,1.9,E
28958,2016,6,19,13,31.0,68.0,4.0,21.0,600.0,203.0,33.6,995.1,15.1,0.0,SSE,2.6,SSE
28959,2016,6,19,14,37.0,52.0,5.0,22.0,600.0,238.0,34.6,994.6,14.0,0.0,S,2.5,S
28960,2016,6,19,15,41.0,41.0,4.0,22.0,600.0,253.0,35.3,993.8,11.0,0.0,SSE,3.3,SSE
28961,2016,6,19,16,52.0,52.0,3.0,20.0,400.0,207.0,35.0,993.7,11.4,0.0,S,3.3,S
28962,2016,6,19,17,21.0,53.0,3.0,17.0,400.0,183.0,34.2,993.2,10.1,0.0,S,3.2,S
28963,2016,6,19,18,26.0,66.0,3.0,21.0,400.0,157.0,33.3,993.5,10.6,0.0,S,3.0,S
28964,2016,6,19,19,28.0,109.0,2.0,26.0,400.0,127.0,32.6,993.6,11.2,0.0,S,2.3,S
28965,2016,6,19,20,33.0,68.0,2.0,22.0,400.0,98.0,30.9,993.7,10.8,0.0,NE,1.0,NE
28966,2016,6,19,21,22.0,46.0,2.0,24.0,400.0,102.0,28.3,994.0,13.0,0.0,N,1.3,N
28967,2016,6,19,22,23.0,43.0,2.0,22.0,400.0,104.0,28.0,994.2,13.1,0.0,NE,0.9,NE
28968,2016,6,19,23,32.0,57.0,2.0,21.0,400.0,93.0,26.1,994.1,12.9,0.0,N,0.8,N
28969,2016,6,20,0,22.0,44.0,2.0,23.0,400.0,92.0,24.8,994.2,13.7,0.0,N,1.5,N
28970,2016,6,20,1,40.0,56.0,2.0,22.0,400.0,93.0,25.1,993.9,14.8,0.0,NNW,0.9,NNW
28971,2016,6,20,2,46.0,77.0,2.0,23.0,500.0,91.0,24.8,993.5,14.9,0.0,NNE,0.7,NNE
28972,2016,6,20,3,56.0,84.0,2.0,25.0,300.0,82.0,23.8,993.6,15.0,0.0,NNE,0.7,NNE
28973,2016,6,20,4,81.0,120.0,2.0,29.0,500.0,82.0,24.5,994.1,16.5,0.0,NNW,1.3,NNW
28974,2016,6,20,5,99.0,135.0,2.0,29.0,700.0,67.0,23.1,994.2,17.1,0.0,NW,1.2,NW
28975,2016,6,20,6,131.0,161.0,2.0,33.0,1000.0,72.0,23.8,994.3,18.2,0.0,E,0.5,E
28976,2016,6,20,7,149.0,207.0,2.0,55.0,1100.0,52.0,25.3,994.5,19.2,0.0,ESE,1.7,ESE
28977,2016,6,20,8,154.0,176.0,2.0,65.0,1200.0,51.0,26.3,994.9,18.9,0.0,E,1.5,E
28978,2016,6,20,9,150.0,150.0,6.0,49.0,1100.0,118.0,27.2,994.9,19.3,0.0,ENE,1.3,ENE
28979,2016,6,20,10,114.0,114.0,6.0,39.0,800.0,158.0,28.4,994.2,19.6,0.0,SSE,2.0,SSE
28980,2016,6,20,11,142.0,149.0,5.0,43.0,900.0,186.0,29.6,994.1,19.6,0.0,SSE,1.5,SSE
28981,2016,6,20,12,137.0,137.0,5.0,45.0,900.0,224.0,30.7,993.3,20.0,0.0,E,1.9,E
28982,2016,6,20,13,120.0,120.0,4.0,37.0,800.0,270.0,31.9,992.4,18.8,0.0,E,1.8,E
28983,2016,6,20,14,82.0,82.0,4.0,30.0,700.0,261.0,32.9,991.9,19.0,0.0,SSE,3.1,SSE
28984,2016,6,20,15,79.0,89.0,3.0,29.0,700.0,279.0,33.0,991.3,18.8,0.0,SSE,2.8,SSE
28985,2016,6,20,16,72.0,73.0,2.0,30.0,500.0,248.0,32.7,991.2,18.9,0.0,S,2.6,S
28986,2016,6,20,17,46.0,46.0,2.0,17.0,300.0,189.0,31.1,991.3,18.1,0.0,N,2.6,N
28987,2016,6,20,18,28.0,85.0,2.0,13.0,300.0,145.0,29.8,991.7,17.9,0.0,NNE,1.2,NNE
28988,2016,6,20,19,32.0,32.0,2.0,13.0,300.0,152.0,27.1,992.9,19.4,0.0,ENE,2.2,ENE
28989,2016,6,20,20,29.0,36.0,2.0,12.0,400.0,148.0,26.8,993.1,19.2,0.0,N,1.2,N
28990,2016,6,20,21,41.0,49.0,2.0,15.0,400.0,122.0,25.9,993.3,20.0,0.0,N,1.0,N
28991,2016,6,20,22,47.0,47.0,2.0,19.0,400.0,100.0,25.4,993.7,20.4,0.0,N,1.5,N
28992,2016,6,20,23,46.0,46.0,2.0,17.0,400.0,74.0,24.5,993.6,20.2,0.0,NNW,1.3,NNW
28993,2016,6,21,0,50.0,50.0,2.0,17.0,400.0,78.0,23.7,993.8,20.0,0.0,NNW,1.6,NNW
28994,2016,6,21,1,48.0,48.0,2.0,19.0,400.0,72.0,23.7,993.5,19.8,0.0,N,1.2,N
28995,2016,6,21,2,50.0,50.0,2.0,16.0,400.0,75.0,23.3,993.1,19.5,0.0,NNE,0.8,NNE
28996,2016,6,21,3,47.0,47.0,2.0,16.0,400.0,64.0,22.8,993.2,18.8,0.0,N,1.3,N
28997,2016,6,21,4,42.0,42.0,2.0,16.0,300.0,52.0,21.7,993.3,18.7,0.0,NNW,2.0,NNW
28998,2016,6,21,5,34.0,34.0,2.0,17.0,300.0,39.0,22.1,993.5,18.1,0.0,NNE,1.6,NNE
28999,2016,6,21,6,67.0,67.0,2.0,21.0,400.0,39.0,22.3,993.6,18.3,0.0,NE,0.6,NE
29000,2016,6,21,7,40.0,43.0,2.0,19.0,400.0,44.0,23.2,994.2,18.5,0.0,NNW,1.2,NNW
29001,2016,6,21,8,46.0,90.0,2.0,17.0,400.0,87.0,26.0,994.3,20.3,0.0,NW,0.8,NW
29002,2016,6,21,9,88.0,88.0,2.0,19.0,600.0,129.0,28.4,994.2,20.4,0.0,S,1.5,S
29003,2016,6,21,10,57.0,57.0,4.0,21.0,400.0,128.0,29.7,994.1,20.6,0.0,SE,1.8,SE
29004,2016,6,21,11,67.0,96.0,3.0,22.0,500.0,153.0,30.5,993.5,21.6,0.0,SSW,2.0,SSW
29005,2016,6,21,12,99.0,107.0,3.0,25.0,600.0,195.0,32.2,993.1,20.5,0.0,SSE,2.2,SSE
29006,2016,6,21,13,94.0,94.0,3.0,26.0,600.0,208.0,32.6,992.6,20.5,0.0,S,2.6,S
29007,2016,6,21,14,68.0,68.0,3.0,26.0,500.0,219.0,33.7,992.2,20.8,0.0,S,2.7,S
29008,2016,6,21,15,103.0,108.0,2.0,32.0,700.0,287.0,33.9,991.0,19.2,0.0,S,3.3,S
29009,2016,6,21,16,93.0,93.0,2.0,30.0,600.0,268.0,34.1,990.5,19.0,0.0,SSE,3.5,SSE
29010,2016,6,21,17,67.0,67.0,2.0,25.0,400.0,209.0,33.5,989.7,19.6,0.0,S,2.9,S
29011,2016,6,21,18,68.0,98.0,2.0,26.0,400.0,200.0,32.9,990.1,19.7,0.0,SSE,2.4,SSE
29012,2016,6,21,19,45.0,103.0,2.0,16.0,200.0,167.0,23.2,992.1,17.0,0.5,E,2.6,E
29013,2016,6,21,20,20.0,20.0,2.0,16.0,100.0,114.0,23.1,991.7,18.2,0.1,NNW,1.7,NNW
29014,2016,6,21,21,21.0,21.0,2.0,15.0,100.0,92.0,22.2,992.1,18.0,0.0,NE,1.5,NE
29015,2016,6,21,22,17.0,17.0,2.0,10.0,100.0,90.0,23.0,993.7,19.0,0.0,ENE,1.4,ENE
29016,2016,6,21,23,21.0,43.0,2.0,21.0,100.0,49.0,22.9,994.7,18.7,0.0,WNW,1.6,WNW
29017,2016,6,22,0,22.0,22.0,2.0,19.0,200.0,53.0,21.9,994.9,18.7,0.0,NNW,1.0,NNW
29018,2016,6,22,1,22.0,40.0,2.0,21.0,100.0,30.0,23.0,995.6,19.0,0.0,ENE,0.8,ENE
29019,2016,6,22,2,28.0,37.0,2.0,18.0,100.0,33.0,21.9,995.5,18.5,0.0,N,1.6,N
29020,2016,6,22,3,34.0,34.0,2.0,21.0,400.0,36.0,22.2,995.2,18.6,0.0,NNW,1.2,NNW
29021,2016,6,22,4,32.0,36.0,2.0,19.0,400.0,32.0,22.3,994.8,18.7,0.0,NE,0.7,NE
29022,2016,6,22,5,37.0,37.0,2.0,14.0,500.0,27.0,22.3,994.7,18.7,0.0,NNW,0.8,NNW
29023,2016,6,22,6,27.0,31.0,2.0,13.0,500.0,32.0,22.3,994.5,18.9,0.0,N,0.8,N
29024,2016,6,22,7,31.0,32.0,2.0,21.0,500.0,30.0,23.6,994.9,19.3,0.0,N,0.9,N
29025,2016,6,22,8,37.0,41.0,2.0,42.0,500.0,32.0,24.7,995.1,18.6,0.0,SW,0.9,SW
29026,2016,6,22,9,44.0,44.0,2.0,35.0,500.0,72.0,26.4,994.9,19.8,0.0,ESE,1.3,ESE
29027,2016,6,22,10,45.0,54.0,2.0,28.0,500.0,99.0,27.6,994.6,19.1,0.0,S,1.6,S
29028,2016,6,22,11,47.0,49.0,2.0,18.0,500.0,134.0,28.8,993.9,19.7,0.0,SSW,2.0,SSW
29029,2016,6,22,12,66.0,80.0,2.0,18.0,600.0,153.0,29.7,993.4,20.0,0.0,E,2.5,E
29030,2016,6,22,13,77.0,77.0,2.0,21.0,600.0,180.0,30.7,992.5,20.0,0.0,SE,1.8,SE
29031,2016,6,22,14,72.0,72.0,2.0,23.0,700.0,215.0,32.0,991.4,20.3,0.0,ESE,2.2,ESE
29032,2016,6,22,15,71.0,91.0,2.0,27.0,800.0,266.0,32.8,990.9,20.3,0.0,SSE,3.4,SSE
29033,2016,6,22,16,86.0,100.0,2.0,33.0,900.0,312.0,33.1,990.9,21.3,0.0,SSE,2.6,SSE
29034,2016,6,22,17,83.0,102.0,2.0,27.0,700.0,273.0,32.2,990.5,21.4,0.0,S,3.0,S
29035,2016,6,22,18,79.0,99.0,2.0,25.0,700.0,229.0,32.1,990.4,21.9,0.0,ESE,2.1,ESE
29036,2016,6,22,19,77.0,95.0,2.0,28.0,700.0,219.0,31.4,990.9,21.0,0.0,ESE,1.9,ESE
29037,2016,6,22,20,74.0,90.0,2.0,26.0,700.0,191.0,30.8,991.3,16.0,0.0,ESE,1.8,ESE
29038,2016,6,22,21,66.0,66.0,2.0,25.0,700.0,151.0,29.0,991.8,18.7,0.0,NW,1.1,NW
29039,2016,6,22,22,67.0,96.0,2.0,27.0,700.0,132.0,28.8,992.4,22.3,0.0,E,2.4,E
29040,2016,6,22,23,69.0,81.0,2.0,25.0,700.0,115.0,27.7,992.5,23.1,0.0,NNE,1.3,NNE
