No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
12196,2014,7,22,3,5.0,17.0,2.0,17.0,300.0,53.0,28.5,997.1,14.0,0.0,NE,2.4
12197,2014,7,22,4,3.0,9.0,3.0,16.0,300.0,53.0,27.7,997.5,14.7,0.0,NNW,2.4
12198,2014,7,22,5,8.0,25.0,10.0,20.0,400.0,47.0,27.2,997.9,15.2,0.0,NNW,2.4
12199,2014,7,22,6,9.0,27.0,13.0,21.0,400.0,44.0,27.4,997.9,15.1,0.0,NNW,1.4
12200,2014,7,22,7,8.0,22.0,11.0,21.0,400.0,45.0,26.7,998.6,16.6,0.0,WNW,1.3
12201,2014,7,22,8,9.0,19.0,11.0,19.0,400.0,47.0,27.4,998.7,15.7,0.0,NW,1.1
12202,2014,7,22,9,6.0,13.0,9.0,16.0,300.0,56.0,27.4,998.8,15.7,0.0,WNW,1.6
12203,2014,7,22,10,5.0,16.0,6.0,13.0,300.0,61.0,27.9,998.9,15.5,0.0,NE,1.1
12204,2014,7,22,11,3.0,17.0,8.0,13.0,300.0,58.0,28.3,998.6,15.9,0.0,NE,1.6
12205,2014,7,22,12,9.0,21.0,19.0,17.0,400.0,56.0,28.7,998.6,16.6,0.0,N,1.3
12206,2014,7,22,13,13.0,18.0,19.0,21.0,500.0,49.0,28.3,998.4,16.6,0.0,NW,2.0
12207,2014,7,22,14,12.0,45.0,12.0,21.0,400.0,51.0,28.3,998.3,17.5,0.0,WNW,1.5
12208,2014,7,22,15,15.0,27.0,9.0,20.0,400.0,120.0,29.4,997.8,15.9,0.0,NNW,1.2
12209,2014,7,22,16,11.0,9.0,6.0,17.0,400.0,61.0,28.6,997.6,15.2,0.0,NNW,1.8
12210,2014,7,22,17,3.0,10.0,4.0,14.0,400.0,71.0,27.9,997.5,15.9,0.0,NNW,1.8
12211,2014,7,22,18,9.0,10.0,2.0,15.0,300.0,70.0,27.3,997.5,16.0,0.0,NW,0.7
12212,2014,7,22,19,12.0,27.0,7.0,22.0,400.0,63.0,26.9,997.6,15.6,0.0,NNW,1.4
12213,2014,7,22,20,9.0,5.0,11.0,20.0,400.0,140.0,26.6,998.0,15.3,0.0,NNW,1.5
12214,2014,7,22,21,10.0,14.0,8.0,15.0,400.0,72.0,25.9,997.7,15.6,0.0,NW,1.0
12215,2014,7,22,22,10.0,14.0,15.0,17.0,400.0,69.0,26.3,997.5,14.7,0.0,N,1.2
12216,2014,7,22,23,10.0,14.0,16.0,17.0,400.0,70.0,26.4,997.5,15.1,0.0,NNW,1.6
12217,2014,7,23,0,11.0,23.0,15.0,16.0,400.0,68.0,25.6,996.7,15.3,0.0,NNW,1.3
12218,2014,7,23,1,9.0,5.0,23.0,18.0,600.0,61.0,24.9,996.4,15.5,0.0,NNW,0.9
12219,2014,7,23,2,8.0,7.0,13.0,16.0,500.0,62.0,24.3,996.3,15.2,0.0,N,1.1
12220,2014,7,23,3,9.0,19.0,10.0,13.0,400.0,68.0,24.5,996.2,15.1,0.0,N,1.4
12221,2014,7,23,4,6.0,5.0,8.0,14.0,300.0,78.0,24.1,996.1,15.8,0.0,W,0.8
12222,2014,7,23,5,5.0,7.0,9.0,5.0,300.0,163.0,24.6,996.2,15.2,0.0,NNE,1.2
12223,2014,7,23,6,8.0,10.0,19.0,5.0,400.0,71.0,24.9,996.2,15.5,0.0,SW,0.4
12224,2014,7,23,7,11.0,22.0,24.0,7.0,500.0,67.0,25.8,996.8,15.8,0.0,NW,0.6
12225,2014,7,23,8,11.0,17.0,12.0,5.0,400.0,68.0,27.4,996.5,14.4,0.0,WNW,3.6
12226,2014,7,23,9,15.0,26.0,23.0,9.0,600.0,66.0,28.7,995.8,14.1,0.0,WNW,3.0
12227,2014,7,23,10,11.0,23.0,22.0,8.0,600.0,67.0,29.0,995.7,17.5,0.0,WSW,1.9
12228,2014,7,23,11,12.0,34.0,11.0,7.0,500.0,74.0,30.1,995.3,15.8,0.0,SW,1.9
12229,2014,7,23,12,3.0,25.0,8.0,8.0,500.0,168.0,31.1,995.0,14.3,0.0,SW,2.2
12230,2014,7,23,13,15.0,14.0,6.0,7.0,400.0,94.0,31.5,994.4,14.2,0.0,SW,2.1
12231,2014,7,23,14,3.0,51.0,4.0,11.0,400.0,97.0,31.4,993.9,15.0,0.0,WNW,2.6
12232,2014,7,23,15,25.0,18.0,4.0,5.0,400.0,97.0,32.0,993.2,15.1,0.0,NW,3.6
12233,2014,7,23,16,24.0,12.0,4.0,6.0,400.0,97.0,31.4,992.9,17.3,0.0,SW,2.2
12234,2014,7,23,17,8.0,56.0,4.0,6.0,400.0,97.0,31.3,993.0,15.7,0.0,W,1.7
12235,2014,7,23,18,24.0,5.0,7.0,5.0,500.0,97.0,31.0,993.1,14.6,0.0,WNW,3.4
12236,2014,7,23,19,17.0,25.0,8.0,2.0,400.0,97.0,30.5,993.7,15.0,0.0,NW,1.7
12237,2014,7,23,20,15.0,29.0,6.0,2.0,400.0,97.0,29.6,994.3,15.0,0.0,N,1.3
12238,2014,7,23,21,15.0,31.0,6.0,2.0,400.0,97.0,29.1,994.4,15.2,0.0,NW,1.5
12239,2014,7,23,22,20.0,36.0,6.0,2.0,400.0,97.0,28.0,994.5,16.0,0.0,NNW,1.5
12240,2014,7,23,23,20.0,25.0,6.0,2.0,400.0,97.0,29.6,994.6,14.6,0.0,NW,3.9
12241,2014,7,24,0,21.0,33.0,7.0,3.0,500.0,97.0,27.3,994.6,18.3,0.0,E,1.4
12242,2014,7,24,1,23.0,48.0,5.0,7.0,500.0,97.0,26.6,994.4,19.2,0.0,ESE,0.9
12243,2014,7,24,2,19.0,30.0,4.0,6.0,500.0,97.0,26.1,994.4,18.8,0.0,WSW,0.6
12244,2014,7,24,3,16.0,27.0,5.0,20.0,500.0,97.0,25.9,994.7,19.1,0.0,E,2.3
12245,2014,7,24,4,19.0,36.0,5.0,8.0,500.0,97.0,25.2,994.9,19.1,0.0,E,1.3
12246,2014,7,24,5,21.0,38.0,5.0,42.0,600.0,97.0,24.5,995.5,19.8,0.0,W,1.7
12247,2014,7,24,6,25.0,68.0,5.0,45.0,600.0,97.0,24.9,996.5,19.9,0.0,S,1.1
12248,2014,7,24,7,44.0,153.0,3.0,61.0,800.0,97.0,25.6,997.0,19.7,0.0,NNE,0.9
12249,2014,7,24,8,59.0,143.0,3.0,64.0,900.0,97.0,25.6,997.0,19.9,0.0,WSW,0.8
12250,2014,7,24,9,65.0,122.0,3.0,58.0,800.0,97.0,26.2,997.3,20.8,0.0,NNW,1.1
12251,2014,7,24,10,63.0,122.0,4.0,48.0,800.0,97.0,26.4,998.2,20.0,0.0,ESE,1.9
12252,2014,7,24,11,66.0,138.0,2.0,39.0,800.0,97.0,26.2,998.4,19.3,0.0,SE,1.0
12253,2014,7,24,12,66.0,138.0,3.0,11.0,800.0,97.0,26.4,997.8,20.0,0.0,NW,1.1
12254,2014,7,24,13,29.0,5.0,2.0,27.0,800.0,97.0,27.5,997.5,19.3,0.0,N,1.3
12255,2014,7,24,14,48.0,120.0,4.0,28.0,800.0,97.0,29.1,997.0,18.5,0.0,N,1.2
12256,2014,7,24,15,33.0,130.0,7.0,10.0,700.0,97.0,30.4,996.4,17.5,0.0,S,1.6
12257,2014,7,24,16,28.0,57.0,8.0,7.0,600.0,97.0,30.1,995.9,18.8,0.0,SSE,2.7
12258,2014,7,24,17,25.0,5.0,6.0,5.0,600.0,97.0,29.7,996.1,18.5,0.0,SSE,2.3
12259,2014,7,24,18,44.0,5.0,6.0,10.0,700.0,97.0,28.9,996.6,19.2,0.0,ESE,1.6
12260,2014,7,24,19,47.0,17.0,7.0,27.0,700.0,97.0,28.2,997.6,17.1,0.0,ESE,2.1
12261,2014,7,24,20,41.0,119.0,6.0,22.0,700.0,97.0,27.4,998.6,17.8,0.0,SSE,1.6
12262,2014,7,24,21,31.0,70.0,2.0,16.0,600.0,97.0,26.2,998.8,17.6,0.0,ESE,1.1
12263,2014,7,24,22,31.0,47.0,2.0,15.0,600.0,97.0,25.2,998.9,17.1,0.0,NNW,1.0
12264,2014,7,24,23,34.0,35.0,2.0,15.0,600.0,97.0,24.0,998.4,17.0,0.0,NE,2.1
12265,2014,7,25,0,41.0,39.0,2.0,15.0,700.0,97.0,22.9,998.0,17.4,0.0,WNW,1.6
12266,2014,7,25,1,41.0,57.0,2.0,13.0,800.0,97.0,22.1,998.2,17.0,0.0,NNW,1.2
12267,2014,7,25,2,47.0,42.0,2.0,12.0,700.0,97.0,20.9,997.7,16.9,0.0,NNW,1.8
12268,2014,7,25,3,51.0,58.0,2.0,10.0,700.0,97.0,20.7,997.5,16.5,0.0,NW,0.9
12269,2014,7,25,4,51.0,16.0,2.0,8.0,800.0,97.0,20.4,997.8,16.6,0.0,ENE,0.8
12270,2014,7,25,5,49.0,93.0,2.0,16.0,900.0,97.0,20.2,998.1,16.4,0.0,NNW,1.4
12271,2014,7,25,6,50.0,132.0,2.0,14.0,900.0,97.0,22.4,998.3,16.9,0.0,NNW,1.2
12272,2014,7,25,7,44.0,109.0,2.0,14.0,1000.0,97.0,24.7,998.1,17.4,0.0,NW,1.0
12273,2014,7,25,8,44.0,138.0,8.0,12.0,1000.0,97.0,27.7,997.6,18.1,0.0,WSW,2.0
12274,2014,7,25,9,37.0,66.0,10.0,13.0,1000.0,97.0,30.2,997.3,17.3,0.0,S,1.8
12275,2014,7,25,10,41.0,151.0,5.0,16.0,700.0,97.0,31.7,996.9,17.2,0.0,SE,2.6
12276,2014,7,25,11,36.0,171.0,5.0,19.0,700.0,97.0,32.2,996.5,16.5,0.0,SSE,2.9
12277,2014,7,25,12,47.0,261.0,6.0,21.0,900.0,97.0,33.4,996.0,15.4,0.0,S,1.4
12278,2014,7,25,13,47.0,261.0,5.0,15.0,800.0,97.0,34.2,995.6,15.6,0.0,W,1.0
12279,2014,7,25,14,16.0,16.0,3.0,10.0,500.0,97.0,34.7,995.3,15.1,0.0,SE,1.8
12280,2014,7,25,15,28.0,16.0,4.0,9.0,500.0,97.0,34.7,995.0,14.6,0.0,SSE,2.8
12281,2014,7,25,16,26.0,26.0,3.0,10.0,500.0,97.0,34.6,994.7,14.5,0.0,S,1.6
12282,2014,7,25,17,29.0,29.0,2.0,10.0,500.0,97.0,33.6,994.8,15.6,0.0,SSE,3.1
12283,2014,7,25,18,31.0,47.0,2.0,14.0,500.0,97.0,32.0,995.3,15.9,0.0,SSE,2.1
12284,2014,7,25,19,37.0,77.0,3.0,28.0,700.0,97.0,30.6,996.1,15.8,0.0,SSE,2.7
12285,2014,7,25,20,45.0,89.0,3.0,27.0,800.0,97.0,29.8,997.1,15.9,0.0,ESE,1.6
12286,2014,7,25,21,49.0,91.0,2.0,24.0,900.0,97.0,29.1,997.5,14.9,0.0,E,1.2
12287,2014,7,25,22,49.0,78.0,2.0,21.0,900.0,97.0,27.5,997.8,15.2,0.0,NNW,1.5
12288,2014,7,25,23,52.0,79.0,2.0,19.0,900.0,97.0,27.1,997.6,15.1,0.0,NE,1.1
12289,2014,7,26,0,50.0,72.0,2.0,17.0,900.0,97.0,26.1,997.8,15.5,0.0,WNW,1.1
12290,2014,7,26,1,51.0,71.0,2.0,18.0,900.0,97.0,24.7,997.8,15.6,0.0,NW,1.4
12291,2014,7,26,2,53.0,73.0,2.0,16.0,900.0,97.0,24.1,998.0,15.6,0.0,NW,0.7
12292,2014,7,26,3,51.0,67.0,2.0,16.0,900.0,97.0,23.3,998.5,15.9,0.0,NNW,1.4
12293,2014,7,26,4,55.0,72.0,2.0,19.0,900.0,97.0,22.2,999.0,15.8,0.0,NNW,1.8
12294,2014,7,26,5,56.0,75.0,2.0,19.0,900.0,97.0,22.8,999.5,15.6,0.0,NNE,1.6
12295,2014,7,26,6,56.0,75.0,2.0,17.0,900.0,97.0,24.3,1000.2,16.0,0.0,NW,1.2
12296,2014,7,26,7,59.0,78.0,2.0,16.0,1000.0,97.0,26.5,1000.4,16.1,0.0,N,0.9
12297,2014,7,26,8,65.0,90.0,3.0,35.0,1000.0,97.0,28.3,1000.6,17.2,0.0,SW,1.7
12298,2014,7,26,9,64.0,100.0,4.0,35.0,1100.0,97.0,30.0,1000.6,17.5,0.0,SSE,2.6
12299,2014,7,26,10,76.0,127.0,6.0,35.0,1200.0,152.0,31.4,1000.4,18.0,0.0,ESE,2.3
12300,2014,7,26,11,81.0,148.0,6.0,44.0,1200.0,190.0,32.2,1000.1,19.1,0.0,E,2.8
12301,2014,7,26,12,100.0,159.0,8.0,24.0,1300.0,253.0,33.4,999.4,18.7,0.0,SSW,2.4
12302,2014,7,26,13,101.0,141.0,7.0,21.0,1200.0,278.0,34.6,999.0,18.6,0.0,S,1.8
12303,2014,7,26,14,87.0,125.0,5.0,23.0,1100.0,320.0,35.3,998.5,18.4,0.0,SSE,2.3
12304,2014,7,26,15,94.0,153.0,5.0,29.0,1200.0,400.0,35.1,998.1,16.9,0.0,SSE,3.1
12305,2014,7,26,16,105.0,149.0,7.0,26.0,1200.0,387.0,34.8,997.8,16.2,0.0,SSE,4.0
12306,2014,7,26,17,61.0,103.0,8.0,16.0,800.0,287.0,33.8,997.9,16.6,0.0,SE,3.2
12307,2014,7,26,18,66.0,126.0,11.0,16.0,900.0,279.0,32.8,998.4,16.6,0.0,SSE,2.6
12308,2014,7,26,19,79.0,145.0,17.0,20.0,1100.0,285.0,32.0,998.9,16.7,0.0,SE,1.4
12309,2014,7,26,20,81.0,139.0,17.0,21.0,1100.0,269.0,31.3,999.7,16.9,0.0,ESE,1.8
12310,2014,7,26,21,77.0,131.0,12.0,23.0,1000.0,225.0,30.6,1000.0,16.6,0.0,ESE,2.0
12311,2014,7,26,22,73.0,120.0,10.0,19.0,1000.0,199.0,29.5,1000.3,17.0,0.0,ENE,1.8
12312,2014,7,26,23,68.0,105.0,5.0,18.0,900.0,151.0,28.6,1000.6,16.8,0.0,NE,1.5
12313,2014,7,27,0,65.0,97.0,4.0,17.0,800.0,139.0,27.0,1000.9,16.9,0.0,NE,1.1
12314,2014,7,27,1,65.0,98.0,4.0,16.0,800.0,128.0,26.6,1001.0,16.8,0.0,NNE,1.2
12315,2014,7,27,2,68.0,96.0,5.0,16.0,800.0,125.0,26.1,1001.0,16.6,0.0,ENE,1.4
12316,2014,7,27,3,69.0,94.0,3.0,17.0,800.0,113.0,25.1,1001.1,16.8,0.0,NW,1.4
12317,2014,7,27,4,70.0,90.0,2.0,16.0,800.0,86.0,24.7,1001.3,16.7,0.0,NW,1.1
12318,2014,7,27,5,71.0,90.0,3.0,19.0,800.0,80.0,23.8,1001.5,16.8,0.0,NNW,0.7
12319,2014,7,27,6,74.0,95.0,3.0,21.0,800.0,72.0,24.4,1001.8,17.4,0.0,NNW,1.2
12320,2014,7,27,7,76.0,101.0,4.0,22.0,800.0,68.0,26.8,1001.8,17.3,0.0,W,1.2
12321,2014,7,27,8,82.0,121.0,5.0,28.0,800.0,69.0,28.4,1001.6,17.6,0.0,SW,1.7
12322,2014,7,27,9,93.0,132.0,11.0,29.0,800.0,105.0,30.0,1001.3,17.1,0.0,SSE,0.9
12323,2014,7,27,10,94.0,139.0,11.0,28.0,800.0,141.0,30.9,1000.8,17.2,0.0,SSE,3.0
12324,2014,7,27,11,112.0,174.0,12.0,42.0,900.0,168.0,32.6,1000.1,18.0,0.0,W,1.3
12325,2014,7,27,12,132.0,184.0,17.0,28.0,1000.0,236.0,33.7,999.0,18.2,0.0,SE,2.1
12326,2014,7,27,13,129.0,179.0,16.0,27.0,1000.0,278.0,34.9,998.0,17.6,0.0,ESE,3.1
12327,2014,7,27,14,136.0,205.0,16.0,35.0,1100.0,337.0,35.5,997.0,17.7,0.0,S,2.9
12328,2014,7,27,15,137.0,195.0,28.0,29.0,1300.0,351.0,35.3,996.3,18.4,0.0,SSE,2.3
12329,2014,7,27,16,128.0,183.0,36.0,20.0,1400.0,322.0,35.0,995.7,18.6,0.0,SSE,2.2
12330,2014,7,27,17,121.0,188.0,26.0,20.0,1300.0,306.0,33.7,995.5,18.6,0.0,SSE,2.9
12331,2014,7,27,18,116.0,175.0,18.0,21.0,1100.0,286.0,32.8,995.6,18.9,0.0,SSE,2.1
12332,2014,7,27,19,119.0,175.0,16.0,23.0,1100.0,269.0,31.8,995.9,19.1,0.0,ESE,1.6
12333,2014,7,27,20,117.0,177.0,13.0,26.0,1000.0,244.0,31.1,996.5,19.1,0.0,ESE,1.7
12334,2014,7,27,21,119.0,171.0,10.0,22.0,1000.0,204.0,30.3,996.5,19.0,0.0,E,2.0
12335,2014,7,27,22,119.0,165.0,8.0,20.0,1000.0,183.0,29.2,996.4,18.9,0.0,NNE,1.0
12336,2014,7,27,23,117.0,145.0,6.0,18.0,1000.0,164.0,27.9,996.4,18.9,0.0,N,1.0
12337,2014,7,28,0,120.0,148.0,6.0,17.0,1000.0,169.0,27.4,996.1,18.9,0.0,N,0.9
12338,2014,7,28,1,122.0,141.0,4.0,17.0,1000.0,141.0,26.3,996.2,18.9,0.0,WNW,1.4
12339,2014,7,28,2,120.0,141.0,4.0,16.0,1000.0,135.0,26.1,996.2,18.5,0.0,N,0.8
12340,2014,7,28,3,126.0,138.0,3.0,16.0,1000.0,127.0,25.8,996.4,18.7,0.0,NNE,0.7
12341,2014,7,28,4,123.0,137.0,3.0,17.0,900.0,122.0,24.1,996.6,18.7,0.0,SW,0.3
12342,2014,7,28,5,125.0,137.0,3.0,18.0,900.0,100.0,24.5,996.9,19.1,0.0,N,1.0
12343,2014,7,28,6,126.0,137.0,3.0,19.0,900.0,84.0,25.1,997.2,19.2,0.0,W,0.8
12344,2014,7,28,7,130.0,142.0,3.0,20.0,900.0,74.0,26.6,997.1,19.7,0.0,SSW,0.8
12345,2014,7,28,8,136.0,150.0,5.0,23.0,900.0,69.0,27.9,997.0,19.9,0.0,SW,0.9
12346,2014,7,28,9,142.0,154.0,7.0,24.0,900.0,91.0,29.7,996.7,21.1,0.0,SE,1.4
12347,2014,7,28,10,148.0,158.0,7.0,21.0,900.0,129.0,30.6,996.0,20.8,0.0,SE,3.0
12348,2014,7,28,11,163.0,182.0,7.0,26.0,1000.0,170.0,32.0,995.6,20.6,0.0,SE,2.5
12349,2014,7,28,12,170.0,182.0,8.0,21.0,1000.0,220.0,33.9,994.6,19.9,0.0,E,2.3
12350,2014,7,28,13,175.0,188.0,8.0,28.0,1100.0,292.0,35.5,993.9,17.2,0.0,SSE,3.8
12351,2014,7,28,14,160.0,176.0,10.0,30.0,1200.0,334.0,35.9,993.4,14.5,0.0,S,4.5
12352,2014,7,28,15,100.0,94.0,19.0,15.0,1000.0,255.0,35.3,992.5,18.4,0.0,SSE,2.5
12353,2014,7,28,16,78.0,126.0,15.0,14.0,800.0,244.0,34.9,992.2,18.0,0.0,SSE,3.6
12354,2014,7,28,17,88.0,148.0,11.0,16.0,800.0,253.0,33.4,992.2,19.5,0.0,SSE,3.0
12355,2014,7,28,18,86.0,134.0,7.0,15.0,700.0,219.0,32.3,992.7,19.5,0.0,S,3.7
12356,2014,7,28,19,94.0,143.0,6.0,17.0,700.0,205.0,31.4,993.2,19.7,0.0,SSE,2.8
12357,2014,7,28,20,100.0,143.0,6.0,18.0,800.0,197.0,31.0,993.8,20.0,0.0,SE,1.7
12358,2014,7,28,21,109.0,139.0,6.0,18.0,800.0,183.0,30.4,994.0,20.0,0.0,ESE,1.3
12359,2014,7,28,22,104.0,130.0,5.0,18.0,800.0,160.0,29.9,994.1,20.2,0.0,E,1.8
12360,2014,7,28,23,100.0,115.0,3.0,18.0,800.0,125.0,29.0,994.2,20.2,0.0,SSE,0.7
12361,2014,7,29,0,100.0,107.0,2.0,18.0,700.0,105.0,28.2,994.0,20.2,0.0,SSE,0.6
12362,2014,7,29,1,100.0,104.0,2.0,19.0,700.0,88.0,26.6,994.3,20.2,0.0,ENE,1.5
12363,2014,7,29,2,102.0,107.0,2.0,19.0,800.0,90.0,27.1,994.2,20.7,0.0,ENE,1.0
12364,2014,7,29,3,104.0,108.0,2.0,18.0,700.0,82.0,27.1,994.7,20.7,0.0,E,1.7
12365,2014,7,29,4,110.0,116.0,2.0,21.0,700.0,70.0,26.6,994.9,20.7,0.0,E,1.0
12366,2014,7,29,5,113.0,111.0,2.0,17.0,700.0,70.0,26.4,995.1,20.7,0.0,E,1.4
12367,2014,7,29,6,115.0,114.0,2.0,21.0,700.0,54.0,26.7,995.6,21.0,0.0,E,2.0
12368,2014,7,29,7,118.0,127.0,2.0,21.0,800.0,45.0,27.3,995.7,21.1,0.0,SSE,2.2
12369,2014,7,29,8,127.0,155.0,2.0,24.0,800.0,62.0,28.9,995.4,21.4,0.0,ESE,2.9
12370,2014,7,29,9,156.0,188.0,7.0,30.0,900.0,102.0,30.7,995.2,21.2,0.0,SSE,3.0
12371,2014,7,29,10,166.0,190.0,9.0,30.0,1000.0,145.0,31.7,995.0,20.6,0.0,SSE,4.0
12372,2014,7,29,11,161.0,165.0,6.0,24.0,900.0,180.0,32.6,994.3,19.8,0.0,SE,4.6
12373,2014,7,29,12,117.0,116.0,2.0,14.0,700.0,199.0,32.7,994.0,19.6,0.0,SE,4.1
12374,2014,7,29,13,110.0,119.0,2.0,12.0,700.0,204.0,33.2,993.4,18.9,0.0,SSE,2.5
12375,2014,7,29,14,98.0,116.0,2.0,11.0,700.0,199.0,33.3,992.6,19.0,0.0,SSE,3.7
12376,2014,7,29,15,97.0,110.0,2.0,10.0,700.0,199.0,33.0,992.1,19.1,0.0,S,4.0
12377,2014,7,29,16,101.0,128.0,2.0,12.0,700.0,203.0,32.7,991.8,19.6,0.0,S,2.9
12378,2014,7,29,17,106.0,146.0,2.0,12.0,700.0,211.0,32.0,991.9,19.6,0.0,S,2.0
12379,2014,7,29,18,107.0,146.0,2.0,15.0,800.0,210.0,31.3,992.1,20.0,0.0,S,2.6
12380,2014,7,29,19,106.0,154.0,2.0,20.0,800.0,202.0,31.1,992.1,20.1,0.0,SE,1.6
12381,2014,7,29,20,105.0,150.0,2.0,23.0,800.0,187.0,30.7,992.7,20.3,0.0,S,2.7
12382,2014,7,29,21,105.0,159.0,2.0,26.0,800.0,161.0,29.0,993.7,21.0,0.0,SSW,4.0
12383,2014,7,29,22,109.0,161.0,2.0,36.0,900.0,138.0,25.6,994.0,20.6,0.0,E,3.8
12384,2014,7,29,23,78.0,118.0,2.0,15.0,700.0,181.0,24.9,995.0,21.8,0.0,E,2.1
12385,2014,7,30,0,41.0,46.0,2.0,8.0,600.0,181.0,24.2,995.1,22.1,0.5,E,1.0
12386,2014,7,30,1,69.0,84.0,2.0,9.0,700.0,171.0,24.3,994.6,21.8,0.0,E,1.7
12387,2014,7,30,2,74.0,56.0,2.0,10.0,700.0,134.0,23.8,994.5,21.7,0.5,ESE,0.9
12388,2014,7,30,3,77.0,52.0,2.0,10.0,700.0,116.0,23.8,995.2,20.7,0.0,E,2.4
12389,2014,7,30,4,65.0,53.0,2.0,8.0,700.0,105.0,22.6,995.6,21.6,18.1,ENE,1.4
12390,2014,7,30,5,40.0,23.0,2.0,10.0,600.0,98.0,22.5,996.4,21.5,3.3,NNW,1.3
12391,2014,7,30,6,54.0,38.0,2.0,6.0,700.0,132.0,22.7,996.6,21.3,0.1,NNW,0.4
12392,2014,7,30,7,45.0,36.0,2.0,6.0,700.0,116.0,23.2,997.0,22.0,0.0,SW,1.1
12393,2014,7,30,8,49.0,46.0,2.0,8.0,800.0,103.0,23.5,997.1,21.8,0.0,WNW,0.9
12394,2014,7,30,9,59.0,55.0,2.0,11.0,800.0,92.0,24.1,997.4,21.6,0.0,W,1.3
12395,2014,7,30,10,59.0,45.0,2.0,10.0,800.0,97.0,24.7,998.0,21.8,0.0,WSW,1.4
12396,2014,7,30,11,64.0,54.0,2.0,19.0,900.0,108.0,24.5,998.2,21.2,0.0,W,1.3
12397,2014,7,30,12,107.0,105.0,3.0,16.0,1200.0,118.0,27.1,997.6,21.2,0.0,SE,1.4
12398,2014,7,30,13,112.0,95.0,4.0,21.0,1200.0,121.0,28.8,997.2,21.6,0.0,ENE,1.1
12399,2014,7,30,14,124.0,112.0,3.0,17.0,1200.0,158.0,29.5,996.7,21.5,0.0,SSE,1.0
12400,2014,7,30,15,121.0,104.0,2.0,14.0,1200.0,185.0,29.3,996.5,21.5,0.0,S,2.0
12401,2014,7,30,16,119.0,107.0,2.0,14.0,1200.0,196.0,28.9,996.2,21.4,0.0,S,2.1
12402,2014,7,30,17,134.0,105.0,2.0,15.0,1300.0,202.0,28.3,995.9,21.3,0.0,ESE,1.2
12403,2014,7,30,18,153.0,132.0,2.0,19.0,1500.0,197.0,27.6,996.4,21.4,0.0,ESE,2.1
12404,2014,7,30,19,155.0,144.0,2.0,26.0,1700.0,170.0,27.0,997.1,21.5,0.0,E,1.7
12405,2014,7,30,20,161.0,155.0,2.0,28.0,1700.0,137.0,26.4,997.9,22.0,0.0,ENE,1.1
12406,2014,7,30,21,158.0,140.0,2.0,26.0,1700.0,94.0,26.2,998.4,21.6,0.0,ESE,1.4
12407,2014,7,30,22,154.0,137.0,2.0,22.0,1700.0,61.0,25.8,998.7,21.9,0.0,E,2.0
12408,2014,7,30,23,161.0,139.0,2.0,20.0,1700.0,52.0,25.9,998.9,22.0,0.0,ENE,2.0
12409,2014,7,31,0,168.0,140.0,2.0,21.0,1700.0,49.0,25.6,999.1,22.1,0.0,E,1.4
12410,2014,7,31,1,173.0,146.0,2.0,17.0,1700.0,44.0,25.5,998.9,22.0,0.0,ENE,1.2
12411,2014,7,31,2,175.0,144.0,2.0,18.0,1700.0,44.0,25.3,998.9,22.2,0.0,E,2.2
12412,2014,7,31,3,178.0,143.0,2.0,17.0,1600.0,39.0,25.0,998.7,22.1,0.0,E,1.3
12413,2014,7,31,4,183.0,153.0,2.0,29.0,1700.0,19.0,24.9,998.9,22.4,0.0,E,0.9
12414,2014,7,31,5,184.0,154.0,2.0,18.0,1700.0,23.0,24.9,999.1,22.6,0.0,ESE,1.6
12415,2014,7,31,6,180.0,154.0,2.0,34.0,1700.0,3.0,25.1,999.1,22.6,0.0,E,1.4
12416,2014,7,31,7,191.0,173.0,2.0,24.0,1900.0,12.0,25.3,999.5,22.6,0.0,ENE,1.0
12417,2014,7,31,8,199.0,167.0,3.0,18.0,1700.0,32.0,26.7,999.1,22.8,0.0,SSW,0.7
12418,2014,7,31,9,213.0,190.0,2.0,15.0,1800.0,53.0,27.9,999.0,22.2,0.0,ESE,1.8
12419,2014,7,31,10,219.0,219.0,2.0,19.0,1800.0,70.0,29.3,998.6,22.3,0.0,SSE,2.4
12420,2014,7,31,11,211.0,211.0,2.0,19.0,1700.0,102.0,29.7,998.2,22.2,0.0,SE,2.0
12421,2014,7,31,12,209.0,209.0,2.0,20.0,1500.0,157.0,30.4,997.7,22.0,0.0,SSE,2.7
12422,2014,7,31,13,195.0,195.0,2.0,20.0,1500.0,205.0,31.0,997.0,21.8,0.0,SSE,2.7
12423,2014,7,31,14,203.0,203.0,2.0,21.0,1500.0,243.0,31.2,996.7,21.7,0.0,SSE,3.5
12424,2014,7,31,15,204.0,204.0,2.0,22.0,1500.0,273.0,31.0,996.6,21.8,0.0,SE,1.6
12425,2014,7,31,16,213.0,213.0,3.0,25.0,1700.0,295.0,31.1,995.9,21.3,0.0,SE,2.6
12426,2014,7,31,17,216.0,216.0,2.0,25.0,1700.0,293.0,30.6,995.4,21.1,0.0,SSE,2.1
12427,2014,7,31,18,204.0,204.0,2.0,25.0,1600.0,277.0,29.8,995.7,21.5,0.0,S,2.3
12428,2014,7,31,19,188.0,188.0,2.0,26.0,1400.0,246.0,29.3,996.7,21.5,0.0,S,1.7
